Course Title,Level,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url,Duration to complete (Approx.),Price,Course Picture Url
Introduction to Agile Development and Scrum,Beginner level,"Adopt the 5 practices of Agile, a subset of DevOps: small batches, minimum viable product, pair programming, behavior- and test-driven development. Write good user stories, estimate and assign story points and track stories using a kanban board.  Incorporate Scrum artifacts, events, and benefits.Create and refine a product backlog using the sprint planning process. Produce potentially shippable product increments with every iteration.Create burndown charts to forecast the ability to meet a sprint goal. Use metrics to enhance performance, productivity, and client satisfaction.","Kanban, Zenhub, Scrum Methodology, Agile Software Development, Sprint Planning","Introduction to Agile and Scrum, Agile Planning, Daily Execution, Optional HONORS Project - Create an Agile Plan with ZenHub","Claire Robertson-Kraft, Shree Nayar",University of Glasgow,Health,https://www.coursera.org/learn/agile-development-and-scrum,9,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/1b/9cf5653ab34be5af95f0c72f0b98d2/Introduction-to-Agile-Development-and-Scrum-logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Data Analytics in the Public Sector with R Specialization,Intermediate level,"Use the R programming language to gather, manipulate, analyze, visualize, and interpret dataIdentify and address common political and ethical challenges in data analysisInterpret data to inform public policy and public administrative functions using hands-on activities with real-world data sets","Public Policy, Data Analysis, Ggplot2, Data Visualization, Rstudio","Fundamentals of Data Analytics in the Public Sector with R, Exploratory Data Analysis for the Public Sector with ggplot,  Assisting Public Sector Decision Makers With Policy Analysis, Politics and Ethics of Data Analytics in the Public Sector","Jessica Wachter, Theodore Henry King CLARK, Richard Lambert",Vanderbilt University,Social Sciences,https://www.coursera.org/specializations/data-analytics-in-the-public-sector-with-r,80,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d6/714a89b9114ddba80b3b68d30715b3/AdobeStock_473257628.jpeg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Graphic Design,Beginner level,Apply inspired design ideas to your own work.,"Graphics, Typography, Presentation, Graphic Design","Getting Started, The Blank Canvas, Tricks of the Trade, Revision and Distance","Akos Ledeczi, Lori Poole, Matthew Bidwell, Kevin Volpp, Jeffrey Nytch",University of Colorado Boulder,DataScience,https://www.coursera.org/learn/presentation-design,29,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/30/0afda0267311e688e2272af6871221/specialization-logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Jenkins Pipeline: Declarative and IaC approaches for DevOps,Intermediate level,Understand Pipeline scripting syntaxWrite pipelines in UI and as Jenkinsfile scripts committed to source control,"Continuous Integration, CD, Jenkins (Software)",Learn step-by-step,Dana Kaminstein,Vanderbilt University,Information Technology,https://www.coursera.org/projects/jenkins-pipeline-write-declarative-and-iac-devops,2,31.99,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/e9/01a4a170b34ee9acc99d761465e682/jenkins2-sm.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Algebra and Differential Calculus for Data Science,Intermediate level,Practice working with logarithm properties and how logarithm functions behave graphically.Identify the difference between a continuous and non-continuous function.Solidify an understanding of what a derivative is calculating.Understand how to use derivatives to create graphs of functions.,"Integrals, Matrix Algebra, Numerical Analysis, Algebra, Derivatives","Functions and Algebra Review, Induction Proofs, Limits and Continuity, Definition of a Derivative, Product and Chain Rule, Using Derivatives to Graph Functions, Finding Maximums and Minimums","David Hsu, Sona Dimidjian",The Hong Kong University of Science and Technology,Computer Science,https://www.coursera.org/learn/algebra-and-differential-calculus-for-data-science,8,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c9/0c57ca38904731ab3bb85e2a841526/thisisengineering-raeng-GzDrm7SYQ0g-unsplash.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Surveillance Systems: The Building Blocks,Beginner level,Discuss the role of surveillance within the broader fields of epidemiology and public healthAssign objectives to define surveillance casesUse public health surveillance reporting systemsCompare and contrast surveillance systems using system attributes,"Data Collection, Epidemiology, surveillance, Disease Surveillance","Surveillance as a Core Public Health Function, Defining Surveillance Objectives, Surveillance Data Reporting Systems, Surveillance System Attributes and Assessing Performance","V. G. Vinod Vydiswaran, Sean McMinn",Johns Hopkins University,Health,https://www.coursera.org/learn/epidemiology-surveillance-systems,5,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/bb/c4d3a3bf6a446eab53c47d30590ffc/SurvSys_BB.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
 Preparation for CompTIA A+ Certification Specialization,Intermediate level,"Describe and troubleshoot laptop, mobile device, video, resolution, networking, storage, motherboard, CPU, BIOS, and power supply issues.Troubleshoot various printer types and settings, and list common features and commands across operating systems.Explain the advantages of using Active Directory, Microsoft Windows security tools, data destruction for mobile device security.Demonstrate mastery of CompTIA A+ Core 1 and Core 2 domains by completing mock certification exams.","Practice Exam, Network Security, Hardware Troubleshooting, Operating Systems, CompTIA A+","Core 1: Hardware and Network Troubleshooting, Core 2: OS, Software, Security and Operational Procedures, Practice Exams for CompTIA A+ Certification: Core 1 & Core 2","Charles Russell Severance, Sarah Light",Arizona State University,Information Technology,https://www.coursera.org/specializations/preparation-comptia-certification,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/73/9b31b11f634f9bb3296af1e2c3936e/AdobeStock_552698295.jpeg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Positive Psychology: Applications and Interventions,Beginner level,Understand the Broaden-and-Build Theory of Positive InterventionsUse strategies for classifying character strengths and virtuesChoose goals that support your personal well-beingDescribe why it's important to cultivate a healthy emotional life,"Character Strengths And Virtues, goal setting, Positive Psychology, Savoring"," Introducing the Course and Exploring Positive Emotions, Understanding and Cultivating a Healthy Emotional Life, Identifying and Using Character Strengths, Setting and Achieving Goals","Theodore Henry King CLARK, Derek Newberry, Chris Koehler, Cade Massey",Vanderbilt University,Health,https://www.coursera.org/learn/positive-psychology-applications,16,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/bf/94cfb0c20311e6823931ffd932661b/PositivePsychology_MOOC_Icons_Course2.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Computing for Cancer Informatics,Beginner level,"Basics about how computers and shared computing resources work.Understanding of  the benefits and drawbacks of currently available computing resource options, especially for cancer research.Understanding of important considerations when making computing decisions.","Bioinformatics, Cancer, Cloud Computing, Computer Network","Welcome, Basic Building Block of Computers, Binary data to computations, Computing Resources,  Shared Computing Etiquette, Research Platforms, Data Management Decisions","Ben Langmead, William Van Atten",University of Glasgow,Health,https://www.coursera.org/learn/computing-for-cancer-informatics,11,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/b5/15f960652e44699ecf3dc8891a5d0b/ITCR_image_coursera_small.jpeg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Prediction Models with Sports Data,Intermediate level,Learn how to generate forecasts of game results in professional sports using Python.,"Data Analysis, Python Programming, sports analytics","Week 1, Week 2, Week 3, Week 4, Week 5 ",Eric Bradlow,Imperial College London,Social Sciences,https://www.coursera.org/learn/prediction-models-sports-data,33,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/2d/be37c4b82941b6a9a7f7f971099d9f/sportsperfana_thumbnail_coursera_05032021_3.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Teamwork Skills: Communicating Effectively in Groups,Beginner level,"Recognize how hidden forces of context, systems, institutions, and interactions design affect group interactionDevelop decision making practices in order to become more creative and innovativeLearn how to communicate to resolve or diffuse group conflictsMake better decisions about using technology for group work based on key practical and conceptual considerations","Communication, diversity, technology, Conflict Management, teamwork","Rethinking Communication , Group Development & Decision Making , Conflict, Difference, & Diversity, Group Communication & Technology ","Dr. Quentin McAndrew, Dr. Aviva Legatt, David Torgerson, Jeffrey R. Chasnov, Lindred Greer",Johns Hopkins University,Personal Development,https://www.coursera.org/learn/teamwork-skills-effective-communication,11,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/3e/8919205aa711e7b7231dbbd0ae8f05/inst.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Write A Feature Length Screenplay For Film Or Television,Beginner level,"You will learn how to write and complete a full-length, feature film screenplay. You will have a finished script in hand at the end of the course.","Creative Writing, Filmmaking, Script Writing, Film and Televison Writing, Screenwriting","Week One - Creating The Idea, Week Two: Logline and Dramatic Question, Week Three Create your character profile(s), Week Four: The Three Act Story Arc, Week Five: Screenplay Formatting and Software, Week Six: Begin your screenplay, Week Seven: The middle section of Act One, Week Eight: Write the final section of Act One, Week Nine: Table read Act One, Week Ten: Begin Act Two, Week Eleven: Write pages 41-50, Week Twelve: Write pages 51-60, Week Thirteen: Write pages 61-70, Week Fourteen: Write pages 71-80, Week Fifteen: Table read Acts One and Two, Week Sixteen: Write pages 81-90, Week Seventeen: Write pages 91-100, Week Eighteen: Finish Act Three, Week Nineteen: Table read your entire script, Week Twenty: Finishing things up.","Bobby Schnabel, Delian Gaskell, Tyson Gern",University of Michigan,Arts and Humanities,https://www.coursera.org/learn/write-a-feature-length-screenplay-for-film-or-television,93,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/54/9d9ee886cd41a89e7dbf9cae8f99a0/CAS120913_315_-_Composite_9x15_sRGB.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Neuroscience and Neuroimaging Specialization,Intermediate level,"Learn about fMRI data design, structure and acquisition.Familiarize yourself with fMRI Artifacts and types of noise.Learn how to read/write images of the brain in NIfTI format.Learn about Magnetic Resonance Spectroscopy.","Image Processing, Statistics, R Programming, Experiment, Neuroscience","Fundamental Neuroscience for Neuroimaging, Principles of fMRI 1, Principles of fMRI 2, Introduction to Neurohacking In R",Peter  Frumkin,The Hong Kong University of Science and Technology,Computer Science,https://www.coursera.org/specializations/computational-neuroscience,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ae/6a396ddcee4fe9b4d027d13235e7d1/fmri1.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Python Project for Data Science,Intermediate level,"Play the role of a Data Scientist / Data Analyst working on a real project.Demonstrate your Skills in Python - the language of choice for Data Science and Data Analysis. Apply Python fundamentals, Python data structures, and working with data in Python.Build a dashboard using Python and libraries like Pandas, Beautiful Soup and Plotly using Jupyter notebook.","Data Science, Data Analysis, Python Programming, Pandas, Jupyter notebooks", Crowdsourcing Short squeeze Dashboard ,"Dr. Aviva Legatt, V. G. Vinod Vydiswaran",Johns Hopkins University,DataScience,https://www.coursera.org/learn/python-project-for-data-science,8,8.99,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/0f/7e7a69e7d444ed965200ac45f0bd6e/Final-Data-Science.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization,Beginner level,"You will learn about the types of solutions AI makes possible, and the services on Microsoft Azure that you can use to create them.","Describe features of computer vision workloads on Azure, Describe AI workloads and considerations, Describe features of conversational AI workloads on Azure, Describe features of Natural Language Processing (NLP) workloads on Azure, Describe fundamental principles of machine learning on Azure","Artificial Intelligence on Microsoft Azure, Microsoft Azure Machine Learning, Computer Vision in Microsoft Azure, Natural Language Processing in Microsoft Azure, Preparing for AI-900: Microsoft Azure AI Fundamentals exam","Ezekiel J. Emanuel, Kartik Hosanagar, Claire Robertson-Kraft, Jen Gunderman",University of Glasgow,Computer Science,https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/04/a4e4d98de94a5da4fe4fafa4bcfeb5/fundamentals_certificate-01.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Product Management: Foundations & Stakeholder Collaboration,Beginner level,Apply essential communication and collaboration skills critical to product successDevelop interpersonal and business skills essential for product managementAnalyze various product management communication challenges and identify the impact of communication stylesExamine a case study and evaluate both its strengths and areas for improvement and then offer actionable recommendations,"Product Planning, Communication, Leadership, Product Management, Stakeholder Management","Product Management Communication and Collaboration Fundamentals, Business Development and the Product Manager\xa0, Driving Strategy and Innovation, Understanding Communication Styles, Course Summary and Final Assessment","David P. Silverman, Jagmohan Raju, Marc Peter Deisenroth",University of Michigan,Computer Science,https://www.coursera.org/learn/product-management-foundations-and-stakeholder-collaboration,15,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c7/92d1593c8449748e4d3b36aa7b869d/1200x1200_623474086.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Project Planning: Putting It All Together,Beginner level,"Describe the components of the project planning phase and their significance.Identify tools and best practices to build a project plan and risk management plan. Describe how to estimate, track, and maintain a budget.Draft a communication plan and explain how to manage it.","Procurement, Risk Management, Strategic Thinking, Task Estimation, Project Planning","Beginning the planning phase, Building a project plan, Managing budgeting and procurement, Managing risks effectively, Organizing communication and documentation",Matthew A. Koschmann,Vanderbilt University,Business,https://www.coursera.org/learn/project-planning-google,32,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/75/0f6327601d444da1545fc560bc5ac4/1200x600_certsResize_2.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
Causes of Racial Inequity in Healthcare,Intermediate level,"What constitutes access to care, how geographic variation in healthcare contributes to racial and ethnic healthcare disparitiesHistory of mistreatment of racial and ethnic groups within biomedical innovation and healthcare systemsThe role of implicit bias in contributing to healthcare disparities","healthcare bias, Healthcare Equity, Healthcare access, Healthcare disparities","Week 1 | Financing of Healthcare, Week 2 | Issues of Access to Care and Healthcare Disparities, Week 3 | Mistreatment of Racial/Ethnic Groups, Week 4 | The Role of Race in the Practice of Medicine, Week 5 | Implicit Bias in Healthcare Treatment","Martine Haas, Charles Russell Severance, Sarah Light, Michael Useem",Arizona State University,Health,https://www.coursera.org/learn/causes-of-racial-inequity-in-healthcare,14,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/71/c4c7e914a14b6088c58c4cf001b262/course2.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Business Intelligence (BI) Essentials,Beginner level,"Explain the concept of business intelligence (BI), the key components and challenges involved, and the career options in this field.Describe data analytics and its significance in BI, recognizing its role in extracting insights from data.Evaluate different business intelligence tools and technologies used to analyze the business context and requirements of a BI project.Develop actionable insights using appropriate tools and techniques for data gathering, wrangling, analyzing, mining, visualizing, and reporting.","Data Wrangling, Data Analysis, Data Warehousing, Data Visualization, Data Mining","Introduction to Business Intelligence (BI), The Data Ecosystem, BI Analytics Landscape, Gathering and Wrangling Data, Mining and Visualizing Data and Communicating Results , Applying BI Techniques and Final Project ","Matthew Bengtson, Paula Caproni, Noah Gans",University of Pennsylvania,Business,https://www.coursera.org/learn/business-intelligence-essentials,14,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/79/8f75d1a6ad498aa248a2eac2cc5858/200594-BI_Logo-Image_1200x1200pxl-copy.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Practice Exams for CompTIA A+ Certification: Core 1 & Core 2,Intermediate level,"Prepare for the CompTIA A+ Certification Core 1 and Core 2 exams, and understand their importance, structure, and winning strategies.Gain hands-on proficiency in diagnosing and resolving hardware/software issues, mastering network fundamentals, and tackling mobile devices.Apply operating systems, security protocols, cloud computing, and virtualization principles to ensure Core 2 CompTIA exam preparation.Master IT hardware, software, networking, security, and troubleshooting for CompTIA A+ success.","Certification Test, Troubleshooting (Problem Solving), Exam Practice, security, CompTIA A+","CompTIA A+ Core 1 and Core 2 Exam Overview, Mock Exam for CompTIA A+ Certification: Core 1, Mock Exam for CompTIA A+ Certification: Core 2",Wharton Teaching Staff,University of Glasgow,Information Technology,https://www.coursera.org/learn/practice-exam-for-comptia-a,5,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/28/34445e133c4cfda1e9040d10fe308f/AdobeStock_644334126-1-.jpeg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Getting Started with Azure,Beginner level,"Navigating the Azure Portal and Creating Custom DahboardsDeploying Virtual Machines Cloud Security, including Network Security Groups, Firewall and Resource PoliciesAzure Cloud Resource Groups and Storage Options","Cloud Platforms, Microsoft Azure, Cloud Management, Cloud Databases, Cloud Computing","Navigating Azure Tools and Services, Deploying Virtual Machines (VMs), Azure Network Security, Deploying an Azure Network, Firewall Configurations and Resource Groups, Storage","Theodore Henry King CLARK, Chancellor Thomas Pascale, Roger D. Peng, Jessica Wachter, Tristan Cabello",Vanderbilt University,Information Technology,https://www.coursera.org/learn/cloud-azure-intro,20,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/98/2f7f8e31fc45dfbb7d71885cdb5250/Cloud-Image_Coursera.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
An Introduction to Programming using Python,Beginner level," Describe what computer programming is, recognising its purpose and how it enables the creation and execution of computer programs.  Explain what algorithms are and their significance in programming. Create programs that accept user input, display output, and utilise essential programming constructs such as if statements, loops, and functions. Gain digital skills as part of Click Start! Follow the link in the instructor bio to see if you're eligible for FREE access to this course and more..","Programming Principles, Python Programming, Coding","Week 1: Programming fundamentals in Python, Week 2","Tyson Gern, David P. Silverman, Delian Gaskell, Dan Zhang",University of Michigan,Computer Science,https://www.coursera.org/learn/an-introduction-to-programming-using-python,9,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/19/09c2b0d69940bcb5353271164ca712/IOC_IPP_TN.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Algorithmic Toolbox,Intermediate level,Essential algorithmic techniquesDesign efficient algorithmsPractice solving algorithmic interview problemsImplement efficient and reliable solutions,"Software Testing, Computer Programming, Algorithms, Debugging, Dynamic Programming","Programming Challenges, Algorithmic Warm-up, Greedy Algorithms, Divide-and-Conquer, Dynamic Programming 1, Dynamic Programming 2","Bob Higgins, David Dye",Columbia University,Math and Logic,https://www.coursera.org/learn/algorithmic-toolbox,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/19/09c2b0d69940bcb5353271164ca712/IOC_IPP_TN.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Dynamic Public Speaking Specialization,Beginner level,"Substantial increase your confidence and presence as a dynamic speaker.   Develop delivery techniques for voice, movement, and gesture that engage audiences. Prepare effective speeches for various purposes (informative, persuasive, praise), occasions (workplace, special events, etc.), and audiences.    Master speechwriting techniques for storytelling, argument, style, topic framing, and discussing evidence.  ","Communication, Presentation, Speech, Public Speaking","Introduction to Public Speaking, Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides, Speaking to persuade: Motivating audiences with solid arguments and moving language, Speaking to Inspire: Ceremonial and Motivational Speeches","Kin Tang, Santiago Gallino, Danielle Szafir, Susan Davidson, Cynthia Dahl",Columbia University,Social Sciences,https://www.coursera.org/specializations/public-speaking,80,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2b/e6bbf064c711e6b40ae537a55e6713/iStock_11386354_LARGE_square.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
"Dynamic Programming, Greedy Algorithms",Advanced level,"Describe basic algorithm design techniquesCreate divide and conquer, dynamic programming, and greedy algorithmsUnderstand intractable problems, P vs NP and the use of integer programming solvers to tackle some of these problems","Algorithm Design, Python Programming, Data Structure Design, Intractability, Analysis of Algorithms","Divide and Conquer Algorithms, Dynamic Programming Algorithms, Greedy Algorithms, Intractability and Supplement on Quantum Computing","David A. Asch, Samuel J. Cooper",The Hong Kong University of Science and Technology,Computer Science,https://www.coursera.org/learn/dynamic-programming-greedy-algorithms,37,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c9/ccda51eb854adbb81055884b99c0e5/3234954.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Cloud Computing Law Specialization,Beginner level,"Analyse how cloud contracts and intellectual property rights shape cloud computing transactions.Explain how EU rules that govern personal data and cybersecurity apply to the provision and use of cloud services.Identify the implications for cloud customers and providers of law enforcement access requests, competition law, and potential tax liabilities.","General Data Protection Regulation (GDPR), Cybersecurity, Cloud Computing, Contract Law, Cloud Services","Cloud Computing Law: Transactions, Cloud Computing Law: Data Protection and Cybersecurity, Cloud Computing Law: Law Enforcement, Competition, & Tax","Peter Struck, Christian Terwiesch, Martin Haugh, Nikolaus Correll",University of Pennsylvania,Social Sciences,https://www.coursera.org/specializations/cloud-computing-law,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a3/bcd151439d423bac544f2027c85bda/1.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
"Introduction to Ear, Nose, and Throat Disorders Specialization",Beginner level,"Anatomy and pathophysiology of the auditory pathwayFamiliarity with disorders of the outer, middle and inner earDifferences between acute and chronic rhinosinusitis and how to distinguish and treat themCurrent concepts on the physiology of voice production","Chronic Rhinosinusitis, Speech Language Pathology, Diagnostic Evaluation, Head and Neck Disorders, Otorhinolaryngology surgery","Voice Disorders: What Patients and Professionals Need to Know, Acute and Chronic Rhinosinusitis: A Comprehensive Review, Introduction to Hearing Loss","Susan Davidson, Daniel Walkes, Michael Weisberg",Columbia University,Health,https://www.coursera.org/specializations/introduction-ear-nose-throat-disorders,40,44.5,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a9/023a7a858a4127bef24544a1d68690/Logo2.jpeg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Space is Everywhere,Beginner level,"You will learn about the cosmos and your place in it, the ways we explore space, and how people and politics play a role in what we learn.Plus you will learn how space influences everything in our world all while finding your pathway to space.","Music, Art, Writing, Film, Journalism","The Journalism of Space, Space and Music, The Art of Space, Visualizing Space Exploration, Space Through the Ages, Space and Movies, Science Fiction, One Pathway to Space, Specialization Wrap Up","Kariann Yokota, David Underwood, Sergei Savin, Garud Iyengar, Eric Bradlow",Imperial College London,Arts and Humanities,https://www.coursera.org/learn/space-is-everywhere,21,15.5,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/72/525b125e9445f7acf93d92e3df96be/Pathway-Blastoff-2022-copy.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Creative Designing in Power BI ,Beginner level,"How to create compelling and cohesive reports and dashboards. How to work in detail with specialist chart visualizations.How to add elements such as videos, streaming data and QR codes to dashboards.","Report Building, Data Analysis, Data Visualization, power bi, Dashboard Creation","Visualization and Design, Designing Powerful Report Pages, Dashboard Design and Storytelling, Final project and assessment: Creative Design in Power BI",Derek Newberry,Vanderbilt University,DataScience,https://www.coursera.org/learn/creative-designing-in-power-bi,20,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/71/cf861a13bb4d68971d2f6a2e376549/Course-7.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Software Development Lifecycle Specialization,Intermediate level,"Critically analyze software engineering development processes from our four selected development philosophies (traditional, secure, agile, and lean)Describe the trade-offs among the philosophies with respect to environmental, organizational, and product constraintsDiscuss the workings of exemplary processes within each of the given philosophiesPerform activities within each of the four aforementioned philosophies and explain how they satisfy the principles of the given philosophy","Lean Software Development, Kanban, Agile Software Development, Software Development Process","Software Development Processes and Methodologies, Agile Software Development, Lean Software Development, Engineering Practices for Building Quality Software",Derek Newberry,Vanderbilt University,DataScience,https://www.coursera.org/specializations/software-development-lifecycle,80,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/17/6b66f0a7ea11e7a885e33e8374f520/software_development_lifecycle_logo_pexels_CC0.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Everyday Excel Specialization,Beginner level,"In this specialization, you'll learn a variety of Excel tools, techniques, and functions, which you'll apply to real-world, ""open-ended"" projects.","Spreadsheet, Microsoft Excel, Problem Solving, Project, computing","Everyday Excel, Part 1, Everyday Excel, Part 2, Everyday Excel, Part 3 (Projects)",Claire Robertson-Kraft,University of Glasgow,Computer Science,https://www.coursera.org/specializations/everyday-excel,40,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/fb/d0e5d44dfe4d09a948047a6d6b34a3/apple-1850613__480.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
SAS Programmer Professional Certificate,Beginner level,"Understand and use the fundamentals of the SAS programming languageAccess different types of data (SAS, Excel, or text),      then explore and prepare the data Analyze and report on data and export results to common      formats (HTML, PDF, Excel)       Apply SAS programming principles in practical examples","SAS Programs, Reports, Prepare Data, SAS Studio, Import Data","Getting Started with SAS Programming, Doing More with SAS Programming, Preparing for the SAS Programming Certification Exam , Practicing for the SAS Programming Certification Exam","Bob Higgins, Daniel Walkes",Columbia University,DataScience,https://www.coursera.org/professional-certificates/sas-programming,80,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f7/fb2aa0d85611e8a743d71c4407f947/89066_iconImage_EducationCoursera_aqua.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
